Algorithm,Heuristic/Depth Limit,Depth,Nodes Generated,Effective Branching Factor
A*(h2),Manhattan,19,390,1.3689003086766411
A*(h1),Misplaced Titles,19,3345,1.5328319096871807
IDS,N/A,23,114701,1.6595150020476501
A*(h2),Manhattan,14,41,1.303763585522424
A*(h1),Misplaced Titles,14,243,1.4804728524798114
IDS,N/A,14,10973,1.9435453105443168
A*(h2),Manhattan,22,1223,1.3814576198281028
A*(h1),Misplaced Titles,22,10020,1.5200491249662444
IDS,N/A,36,1048087,1.4697154489056863
A*(h2),Manhattan,27,6853,1.3869782692502886
A*(h1),Misplaced Titles,27,73924,1.5146956819629502
IDS,N/A,33,438747,1.482436797599989
A*(h2),Manhattan,22,613,1.3387600646861015
A*(h1),Misplaced Titles,22,10331,1.5221624929091522
IDS,N/A,22,43378,1.6247441367081588
A*(h2),Manhattan,26,4494,1.3819294982052945
A*(h1),Misplaced Titles,26,46599,1.5120040207020882
IDS,N/A,36,717014,1.454298464015127
A*(h2),Manhattan,16,221,1.4012786887023556
A*(h1),Misplaced Titles,16,658,1.500165309257883
IDS,N/A,16,7790,1.7507377292560755
A*(h2),Manhattan,25,2824,1.3741514096001308
A*(h1),Misplaced Titles,25,35983,1.5214016914421833
IDS,N/A,33,432866,1.4818307070422931
A*(h2),Manhattan,17,378,1.4178071582534415
A*(h1),Misplaced Titles,17,1657,1.546578299821193
IDS,N/A,17,45316,1.878871812655068
A*(h2),Manhattan,22,335,1.3024910986049003
A*(h1),Misplaced Titles,22,10054,1.520283193905455
IDS,N/A,22,63993,1.6537146236233828
A*(h2),Manhattan,22,920,1.3636961943306187
A*(h1),Misplaced Titles,22,9255,1.5145716989762184
IDS,N/A,24,101845,1.6168292399626292
A*(h2),Manhattan,20,1034,1.414900913365855
A*(h1),Misplaced Titles,20,5168,1.5334376609665321
IDS,N/A,32,331425,1.4876886152739401
A*(h2),Manhattan,15,60,1.3138428340885973
A*(h1),Misplaced Titles,15,500,1.51332195791627
IDS,N/A,15,7545,1.8134710054001268
A*(h2),Manhattan,21,664,1.3626645448391101
A*(h1),Misplaced Titles,21,7434,1.5287762643291878
IDS,N/A,21,40067,1.6564576047073682
A*(h2),Manhattan,21,1095,1.3955133828009565
A*(h1),Misplaced Titles,21,8475,1.5383468683255184
IDS,N/A,27,159172,1.5583382425278751
A*(h2),Manhattan,25,5412,1.4103740594143916
A*(h1),Misplaced Titles,25,36682,1.5225729864690805
IDS,N/A,31,360829,1.5110115645008868
A*(h2),Manhattan,19,607,1.4011467227116023
A*(h1),Misplaced Titles,19,3961,1.5465292900029097
IDS,N/A,25,193720,1.6273725208999248
A*(h2),Manhattan,25,2897,1.3755549365426867
A*(h1),Misplaced Titles,25,37563,1.5240191031991657
IDS,N/A,35,511991,1.4558672639300116
A*(h2),Manhattan,24,1276,1.3471329063822326
A*(h1),Misplaced Titles,24,20073,1.5110384370850405
IDS,N/A,28,203273,1.547299106973947
A*(h2),Manhattan,28,9283,1.385808291240858
A*(h1),Misplaced Titles,28,93374,1.5049014828742662
IDS,N/A,34,566351,1.4764148410390578
A*(h2),Manhattan,23,1367,1.3687929556983809
A*(h1),Misplaced Titles,23,17529,1.5293651163650201
IDS,N/A,27,136773,1.5496093781089946
A*(h2),Manhattan,20,775,1.3946495310230305
A*(h1),Misplaced Titles,20,5032,1.5313943188567045
IDS,N/A,30,306344,1.5236094089625063
A*(h2),Manhattan,20,285,1.3266068730052019
A*(h1),Misplaced Titles,20,4359,1.520440199115235
IDS,N/A,28,182341,1.541305492906232
A*(h2),Manhattan,26,2489,1.350878663250462
A*(h1),Misplaced Titles,26,43767,1.50836221744844
IDS,N/A,34,442911,1.4657777715953155
A*(h2),Manhattan,25,2058,1.3568686702001358
A*(h1),Misplaced Titles,25,35946,1.5213390844721864
IDS,N/A,31,298349,1.5017720557336898
A*(h2),Manhattan,24,2368,1.3822902267293542
A*(h1),Misplaced Titles,24,20678,1.5129091708303952
IDS,N/A,30,285426,1.5200216872279502
A*(h2),Manhattan,23,1842,1.386657210108464
A*(h1),Misplaced Titles,23,16479,1.525263296780599
IDS,N/A,25,115881,1.5942649175392167
A*(h2),Manhattan,23,2176,1.396740106961792
A*(h1),Misplaced Titles,23,17588,1.5295885662199344
IDS,N/A,31,316876,1.5046934949958646
A*(h2),Manhattan,28,10421,1.3915434266317803
A*(h1),Misplaced Titles,28,85646,1.5002654578047343
IDS,N/A,34,521788,1.4728604173255533
A*(h2),Manhattan,26,2158,1.343484770475679
A*(h1),Misplaced Titles,26,43158,1.5075495273486306
IDS,N/A,36,954359,1.4658958144794239
A*(h2),Manhattan,18,336,1.381504112508984
A*(h1),Misplaced Titles,18,2111,1.5300083139210494
IDS,N/A,24,85289,1.6049217989872377
A*(h2),Manhattan,19,317,1.3540499890752884
A*(h1),Misplaced Titles,19,2557,1.5113124110856935
IDS,N/A,21,51763,1.6767839801906987
A*(h2),Manhattan,21,621,1.358327089116159
A*(h1),Misplaced Titles,21,7665,1.5310055656412522
IDS,N/A,25,157462,1.6139386815669516
A*(h2),Manhattan,23,2120,1.3951576934275003
A*(h1),Misplaced Titles,23,18754,1.5338634250057335
IDS,N/A,29,220678,1.5285074262265927
A*(h2),Manhattan,25,3739,1.3896653169793287
A*(h1),Misplaced Titles,25,37582,1.5240499306995323
IDS,N/A,35,789226,1.4739795837881147
A*(h2),Manhattan,25,2790,1.3734857822051385
A*(h1),Misplaced Titles,23,17198,1.528098026991778
IDS,N/A,29,323513,1.5488033052987815
A*(h2),Manhattan,26,3489,1.368540737389188
A*(h1),Misplaced Titles,26,43135,1.5075186189814285
IDS,N/A,38,750036,1.4276029079593011
A*(h2),Manhattan,22,684,1.3454457353397067
A*(h1),Misplaced Titles,22,9944,1.5195231586651072
IDS,N/A,28,312279,1.571207960205814
A*(h2),Manhattan,27,7835,1.393874479651001
A*(h1),Misplaced Titles,27,75355,1.5157716516706035
IDS,N/A,31,355030,1.5102220543387939
A*(h2),Manhattan,24,2664,1.389090664211578
A*(h1),Misplaced Titles,24,20747,1.513119185062258
IDS,N/A,38,816544,1.4307982830103745
A*(h2),Manhattan,22,1952,1.4111307777850421
A*(h1),Misplaced Titles,20,5222,1.5342348496259044
IDS,N/A,26,169140,1.5888628004742937
A*(h2),Manhattan,23,1791,1.384965447111198
A*(h1),Misplaced Titles,23,19493,1.5364430400756437
IDS,N/A,39,782829,1.4161839374465344
A*(h2),Manhattan,21,674,1.363634845230175
A*(h1),Misplaced Titles,21,8557,1.5390523993295564
IDS,N/A,23,115751,1.6601726314191452
A*(h2),Manhattan,21,961,1.3868658268541396
A*(h1),Misplaced Titles,21,9028,1.542984283297765
IDS,N/A,27,220025,1.5771366874196067
A*(h2),Manhattan,15,127,1.3811904963134567
A*(h1),Misplaced Titles,15,506,1.5145258877727081
IDS,N/A,15,8472,1.827535112418191
A*(h2),Manhattan,17,205,1.367683228218751
A*(h1),Misplaced Titles,17,1515,1.5384489723926544
IDS,N/A,27,175337,1.5639308251179838
A*(h2),Manhattan,26,2822,1.3574183978511316
A*(h1),Misplaced Titles,26,43124,1.507503831116648
IDS,N/A,34,516014,1.4723784602493124
A*(h2),Manhattan,22,325,1.3006981316287682
A*(h1),Misplaced Titles,22,10440,1.52288884134939
IDS,N/A,34,891481,1.4962470143418016
A*(h2),Manhattan,24,1134,1.3405269329059037
A*(h1),Misplaced Titles,24,20432,1.5121549193980286
IDS,N/A,26,124910,1.5704458619956743
A*(h2),Manhattan,20,273,1.3237565814707224
A*(h1),Misplaced Titles,20,4602,1.52456986346521
IDS,N/A,28,252251,1.5592745963968155
A*(h2),Manhattan,21,848,1.3786290372280985
A*(h1),Misplaced Titles,21,7356,1.5280085917566586
IDS,N/A,21,42594,1.6612888994402235
A*(h2),Manhattan,16,276,1.420878090523828
A*(h1),Misplaced Titles,16,1020,1.5418336179269116
IDS,N/A,22,52477,1.6388682641576175
A*(h2),Manhattan,25,1948,1.353890553668447
A*(h1),Misplaced Titles,23,16920,1.5270156704014362
IDS,N/A,25,101522,1.5858510957014265
A*(h2),Manhattan,24,3473,1.404524651020233
A*(h1),Misplaced Titles,24,21890,1.5165040462170196
IDS,N/A,26,265329,1.616616862973679
A*(h2),Manhattan,24,1085,1.338062005752099
A*(h1),Misplaced Titles,24,19927,1.510578897411549
IDS,N/A,30,266507,1.5165507704524224
A*(h2),Manhattan,19,183,1.315456142264048
A*(h1),Misplaced Titles,19,3174,1.52860438534891
IDS,N/A,25,171162,1.6193334763294656
A*(h2),Manhattan,25,2353,1.364158637142616
A*(h1),Misplaced Titles,23,16752,1.5263533083861525
IDS,N/A,29,237092,1.5322935097715762
A*(h2),Manhattan,24,1678,1.3625935584627573
A*(h1),Misplaced Titles,24,19458,1.5090805614155485
IDS,N/A,30,347991,1.5300968946133968
A*(h2),Manhattan,23,1897,1.3884321662689683
A*(h1),Misplaced Titles,23,17148,1.5279045986841697
IDS,N/A,31,411013,1.5173721712161126
A*(h2),Manhattan,23,2477,1.4046301955851428
A*(h1),Misplaced Titles,23,17807,1.5304117586467725
IDS,N/A,25,146235,1.6091704661982118
A*(h2),Manhattan,22,909,1.3629507925278208
A*(h1),Misplaced Titles,22,10437,1.5228689471782746
IDS,N/A,22,84870,1.6750750962631713
A*(h2),Manhattan,23,2467,1.4043831664953788
A*(h1),Misplaced Titles,23,18332,1.5323463914034139
IDS,N/A,35,757588,1.4722575918553216
A*(h2),Manhattan,26,2734,1.3557654369738497
A*(h1),Misplaced Titles,26,42830,1.5071072419272815
IDS,N/A,28,194242,1.5447898166920986
A*(h2),Manhattan,24,1926,1.370442058203765
A*(h1),Misplaced Titles,24,20409,1.5120839556795151
IDS,N/A,28,238639,1.5561884712211296
A*(h2),Manhattan,23,512,1.311578672833582
A*(h1),Misplaced Titles,23,16446,1.5251303688157138
IDS,N/A,37,729037,1.440299105882081
A*(h2),Manhattan,24,1612,1.360317264316912
A*(h1),Misplaced Titles,24,19489,1.5091806612495404
IDS,N/A,28,207243,1.5483683346919392
A*(h2),Manhattan,20,886,1.4040148009430102
A*(h1),Misplaced Titles,20,4516,1.5231325408066623
IDS,N/A,24,74362,1.5957797911990432
A*(h2),Manhattan,23,840,1.3401165717105603
A*(h1),Misplaced Titles,23,15760,1.5223076998460479
IDS,N/A,29,230927,1.5309020475707684
A*(h2),Manhattan,23,1176,1.359865546063556
A*(h1),Misplaced Titles,23,18077,1.5314134263051706
IDS,N/A,31,418147,1.5182147032852085
A*(h2),Manhattan,22,1074,1.3733237220197008
A*(h1),Misplaced Titles,22,10478,1.5231403629550289
IDS,N/A,30,474302,1.5459727403252614
A*(h2),Manhattan,23,2316,1.4005318207675026
A*(h1),Misplaced Titles,23,17838,1.5305275004007945
IDS,N/A,23,72980,1.6272101555150005
A*(h2),Manhattan,19,520,1.3897847580381195
A*(h1),Misplaced Titles,19,3562,1.5379111962796428
IDS,N/A,27,199791,1.5715117288606173
A*(h2),Manhattan,26,1212,1.3140026909234621
A*(h1),Misplaced Titles,26,46385,1.5117363644042283
IDS,N/A,28,603892,1.6086546967379807
A*(h2),Manhattan,24,1538,1.357656325252114
A*(h1),Misplaced Titles,24,23540,1.5211029284220559
IDS,N/A,28,169690,1.537352425884629
A*(h2),Manhattan,26,6677,1.4031344372992376
A*(h1),Misplaced Titles,26,44983,1.5099529002396783
IDS,N/A,32,371516,1.4930068406163586
A*(h2),Manhattan,26,529,1.27276520813412
A*(h1),Misplaced Titles,26,44052,1.5087388123187373
IDS,N/A,32,467857,1.5038033063840397
A*(h2),Manhattan,22,543,1.3314016264801243
A*(h1),Misplaced Titles,22,9882,1.519091231111231
IDS,N/A,22,67540,1.6577746815244625
A*(h2),Manhattan,20,808,1.3975603409909738
A*(h1),Misplaced Titles,20,5034,1.5314247462271127
IDS,N/A,20,27669,1.66762989962012
A*(h2),Manhattan,25,2512,1.3677312990759427
A*(h1),Misplaced Titles,25,32040,1.5143550156195387
IDS,N/A,37,743702,1.4410745821040585
A*(h2),Manhattan,20,324,1.335141362540313
A*(h1),Misplaced Titles,18,1864,1.5194675838815492
IDS,N/A,18,38597,1.7980780132500378
A*(h2),Manhattan,24,1682,1.3627287431644868
A*(h1),Misplaced Titles,24,21519,1.5154243231501308
IDS,N/A,32,330900,1.4876149149247826
A*(h2),Manhattan,20,288,1.3273016197805394
A*(h1),Misplaced Titles,20,4707,1.5262905310642974
IDS,N/A,30,353787,1.5309396193592308
A*(h2),Manhattan,23,1085,1.355112046421461
A*(h1),Misplaced Titles,23,17862,1.5306169748599994
IDS,N/A,27,196631,1.5705840574410206
A*(h2),Manhattan,22,562,1.3334846301563745
A*(h1),Misplaced Titles,22,10621,1.5240791386990333
IDS,N/A,30,432035,1.541170299788457
A*(h2),Manhattan,24,2175,1.3774022959233834
A*(h1),Misplaced Titles,24,21101,1.5141862329067466
IDS,N/A,32,343976,1.4894176787736737
A*(h2),Manhattan,18,506,1.4132877162961346
A*(h1),Misplaced Titles,18,1958,1.5236263772899832
IDS,N/A,18,33803,1.7848783624200102
A*(h2),Manhattan,22,978,1.367491052422497
A*(h1),Misplaced Titles,22,11862,1.5317539055969962
IDS,N/A,30,304126,1.5232404067950636
A*(h2),Manhattan,22,895,1.3619895465832481
A*(h1),Misplaced Titles,22,13776,1.5422044809036317
IDS,N/A,28,224732,1.5528549467837374
A*(h2),Manhattan,20,507,1.3653701310786857
A*(h1),Misplaced Titles,20,4061,1.5150663393982235
IDS,N/A,24,75679,1.5969475080395557
A*(h2),Manhattan,20,492,1.3633214102692972
A*(h1),Misplaced Titles,20,4108,1.515938286915817
IDS,N/A,24,127266,1.6319105488759393
A*(h2),Manhattan,25,2070,1.3571842586375418
A*(h1),Misplaced Titles,25,35835,1.5211508916879606
IDS,N/A,31,440780,1.520798493220861
A*(h2),Manhattan,26,3478,1.3683745357739674
A*(h1),Misplaced Titles,26,43333,1.5077841823186087
IDS,N/A,30,409959,1.5384782027008421
A*(h2),Manhattan,27,2804,1.3418237725429978
A*(h1),Misplaced Titles,27,72953,1.5139541036034958
IDS,N/A,27,258295,1.5865316513697276
A*(h2),Manhattan,20,510,1.3657729557083054
A*(h1),Misplaced Titles,20,4411,1.521341992290635
IDS,N/A,32,368356,1.492608351024705
A*(h2),Manhattan,23,1125,1.3572467341748036
A*(h1),Misplaced Titles,23,18067,1.5313765834581077
IDS,N/A,29,239533,1.5328348189833436
A*(h2),Manhattan,22,846,1.3585082783631328
A*(h1),Misplaced Titles,22,9319,1.5150462046674753
IDS,N/A,32,318053,1.4857752146020344
A*(h2),Manhattan,20,558,1.3719292324398435
A*(h1),Misplaced Titles,20,4426,1.5216002483579474
IDS,N/A,22,70440,1.660945662687517
A*(h2),Manhattan,22,644,1.341765529044432
A*(h1),Misplaced Titles,22,9358,1.515333833576416
IDS,N/A,28,323052,1.5731123109187761
A*(h2),Manhattan,22,2087,1.4154267011659776
A*(h1),Misplaced Titles,22,9500,1.5163715177998838
IDS,N/A,30,391004,1.5360524310941281
A*(h2),Manhattan,25,4781,1.4033976654586624
A*(h1),Misplaced Titles,23,18317,1.5322918557481682
IDS,N/A,27,147719,1.5540343205755915
A*(h2),Manhattan,23,1159,1.359004888535796
A*(h1),Misplaced Titles,23,17315,1.5285485554222098
IDS,N/A,29,250068,1.5351115355494094
A*(h2),Manhattan,24,2097,1.3753078903237292
A*(h1),Misplaced Titles,24,29561,1.535606576510359
IDS,N/A,26,143017,1.5786437732237082
A*(h2),Manhattan,30,11592,1.366066828610508
A*(h1),Misplaced Titles,28,86277,1.5006588215514904
IDS,N/A,40,914183,1.4093726146650378
A*(h2),Manhattan,24,2226,1.3787331410802195
A*(h1),Misplaced Titles,24,26497,1.5286211448993072
IDS,N/A,38,658654,1.422730236440933
A*(h2),Manhattan,16,241,1.4088866863327743
A*(h1),Misplaced Titles,16,953,1.535300199275307
IDS,N/A,16,16551,1.8351709035536623
A*(h2),Manhattan,27,5222,1.3730857554800058
A*(h1),Misplaced Titles,27,73114,1.5140777184439989
IDS,N/A,35,553014,1.4590768772654454
A*(h2),Manhattan,25,4951,1.405360416677309
A*(h1),Misplaced Titles,25,36068,1.5215452845152875
IDS,N/A,25,102722,1.5865966708086692
A*(h2),Manhattan,18,231,1.3530435541563166
A*(h1),Misplaced Titles,18,1819,1.5174060685942168
IDS,N/A,26,132974,1.5742291547258356
A*(h2),Manhattan,22,369,1.3082267244234562
A*(h1),Misplaced Titles,22,8498,1.508708390978581
IDS,N/A,32,360741,1.4916342936756186
A*(h2),Manhattan,22,2320,1.4222525679646003
A*(h1),Misplaced Titles,22,15188,1.5490598890032143
IDS,N/A,22,93898,1.682789655826687
A*(h2),Manhattan,25,2415,1.3655785467910353
A*(h1),Misplaced Titles,25,37404,1.5237605373297494
IDS,N/A,25,214066,1.6338865877819504
A*(h2),Manhattan,28,4355,1.3488506415432795
A*(h1),Misplaced Titles,28,85145,1.4999511403010652
IDS,N/A,34,418575,1.463343467299503
A*(h2),Manhattan,21,1331,1.4085438884286994
A*(h1),Misplaced Titles,21,8664,1.539963410309283
IDS,N/A,29,642082,1.5858486660256024
A*(h2),Manhattan,25,3882,1.3917531766280162
A*(h1),Misplaced Titles,25,36936,1.5229933059034362
IDS,N/A,31,619071,1.5375538583068218
A*(h2),Manhattan,22,2395,1.4243108946910614
A*(h1),Misplaced Titles,22,9760,1.5182337031854154
IDS,N/A,24,101217,1.6164126015429277
A*(h2),Manhattan,28,5504,1.36017772410685
A*(h1),Misplaced Titles,28,78849,1.495841500921174
IDS,N/A,34,503913,1.4713511738535119
A*(h2),Manhattan,24,1869,1.3687276928344423
A*(h1),Misplaced Titles,24,23298,1.5204481343306773
IDS,N/A,28,261005,1.5611755599470054
A*(h2),Manhattan,20,1161,1.4231202912415624
A*(h1),Misplaced Titles,18,2740,1.5523374766375913
IDS,N/A,30,395044,1.5365788425231786
A*(h2),Manhattan,26,1757,1.3329041308615586
A*(h1),Misplaced Titles,26,46226,1.5115367283361785
IDS,N/A,30,355867,1.5312387956396074
A*(h2),Manhattan,24,2226,1.3787331410802195
A*(h1),Misplaced Titles,24,20069,1.5110258896935438
IDS,N/A,26,113825,1.5648426674081817
A*(h2),Manhattan,23,1053,1.3533493826900953
A*(h1),Misplaced Titles,23,17045,1.5275044302285479
IDS,N/A,25,220139,1.635715916219952
A*(h2),Manhattan,19,649,1.4060892203626123
A*(h1),Misplaced Titles,19,3837,1.5439425894425263
IDS,N/A,23,68320,1.6225486706333518
A*(h2),Manhattan,26,5378,1.3915070637669709
A*(h1),Misplaced Titles,26,47120,1.5126507417680255
IDS,N/A,30,239124,1.5110799353290019
A*(h2),Manhattan,26,2299,1.3467592292949755
A*(h1),Misplaced Titles,26,41845,1.5057591884610282
IDS,N/A,26,377643,1.6387138801671757
A*(h2),Manhattan,25,1997,1.3552366023063946
A*(h1),Misplaced Titles,25,37226,1.5234698188356928
IDS,N/A,33,675551,1.5019528776683857
A*(h2),Manhattan,19,505,1.3876453784110816
A*(h1),Misplaced Titles,19,3421,1.5346454515278838
IDS,N/A,23,75341,1.6294642725785524
A*(h2),Manhattan,23,1309,1.3662152070578928
A*(h1),Misplaced Titles,23,17009,1.5273640198507934
IDS,N/A,35,594673,1.4621077453146976
A*(h2),Manhattan,18,362,1.3872364009933253
A*(h1),Misplaced Titles,18,1837,1.5182363932425975
IDS,N/A,24,137791,1.637322395378805
A*(h2),Manhattan,22,1098,1.3747040029556576
A*(h1),Misplaced Titles,22,10187,1.5211916155149028
IDS,N/A,26,114207,1.56504432904228
A*(h2),Manhattan,18,272,1.3653809147435607
A*(h1),Misplaced Titles,18,1926,1.5222322007088371
IDS,N/A,18,22969,1.7469709028853568
A*(h2),Manhattan,19,681,1.4096555510827604
A*(h1),Misplaced Titles,19,2633,1.5136439502049919
IDS,N/A,23,58588,1.6117438779292548
A*(h2),Manhattan,23,2017,1.3921398494007242
A*(h1),Misplaced Titles,23,17623,1.5297207826374926
IDS,N/A,23,76181,1.630249977960038
A*(h2),Manhattan,19,218,1.3276287775357296
A*(h1),Misplaced Titles,19,3015,1.5244752750317796
IDS,N/A,21,54350,1.6806825570849266
A*(h2),Manhattan,14,87,1.3757422959440468
A*(h1),Misplaced Titles,14,278,1.494770878684238
IDS,N/A,14,4974,1.836751541179243
A*(h2),Manhattan,15,136,1.387509378251426
A*(h1),Misplaced Titles,15,573,1.5271333967247744
IDS,N/A,15,7297,1.8094348740630712
A*(h2),Manhattan,24,1289,1.3477019959399978
A*(h1),Misplaced Titles,24,20098,1.511116804035873
IDS,N/A,42,1161815,1.3944663005174631
A*(h2),Manhattan,22,533,1.3302771945358067
A*(h1),Misplaced Titles,22,10116,1.5207080869780076
IDS,N/A,26,168249,1.5885400649826125
A*(h2),Manhattan,22,1034,1.3709564553824127
A*(h1),Misplaced Titles,22,10700,1.524592602095007
IDS,N/A,32,394199,1.4957744478454948
A*(h2),Manhattan,21,924,1.3842753162195855
A*(h1),Misplaced Titles,21,8597,1.5393942273850576
IDS,N/A,37,712124,1.4393856842323955
A*(h2),Manhattan,27,3841,1.3575542589538228
A*(h1),Misplaced Titles,27,62157,1.5050005836004257
IDS,N/A,33,574989,1.4946349639127605
A*(h2),Manhattan,18,300,1.3728334341219692
A*(h1),Misplaced Titles,18,1910,1.5215268880716952
IDS,N/A,20,59252,1.7323480466691192
A*(h2),Manhattan,24,692,1.313220803229715
A*(h1),Misplaced Titles,24,29269,1.5349715432498272
IDS,N/A,32,516815,1.5084875223078291
A*(h2),Manhattan,21,852,1.378938008894601
A*(h1),Misplaced Titles,21,7548,1.5298845595165118
IDS,N/A,27,227489,1.5790865732220518
A*(h2),Manhattan,24,2679,1.38941568218292
A*(h1),Misplaced Titles,24,23800,1.5217992762202168
IDS,N/A,26,133543,1.5744877069458183
A*(h2),Manhattan,20,723,1.3898147447580622
A*(h1),Misplaced Titles,20,4362,1.5204925027413358
IDS,N/A,32,346905,1.4898123839165902
A*(h2),Manhattan,26,3903,1.374455595008979
A*(h1),Misplaced Titles,26,43892,1.5085276800725862
IDS,N/A,30,340868,1.5290424444131667
A*(h2),Manhattan,24,677,1.3120222331428544
A*(h1),Misplaced Titles,24,19932,1.5105946883537955
IDS,N/A,26,110399,1.563004389474663
A*(h2),Manhattan,18,583,1.424453422551161
A*(h1),Misplaced Titles,18,2357,1.539406479246523
IDS,N/A,18,69847,1.8583149460811912
A*(h2),Manhattan,19,137,1.2955643147470683
A*(h1),Misplaced Titles,19,2468,1.5084971078353302
IDS,N/A,29,397804,1.5598830519408926
A*(h2),Manhattan,22,425,1.3166557014845657
A*(h1),Misplaced Titles,22,11065,1.5269189097966482
IDS,N/A,40,944266,1.4105138626983693
A*(h2),Manhattan,22,2049,1.4142449429682244
A*(h1),Misplaced Titles,20,5867,1.5431949889860566
IDS,N/A,22,121900,1.7028719298104347
